+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
|       Launch Clock       |      Capture Clock       |                                                 Pin                                                      |
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/fifomem/mem_reg_0_7/ENBWREN|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/fifomem/mem_reg_0_5/REGCEB|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/debug_uart_transmitter0/FSM_sequential_r_SM_Main_reg[0]/D|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/fifomem/mem_reg_0_0/REGCEB|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/fifomem/mem_reg_0_2/ENBWREN|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/fifomem/mem_reg_0_3/REGCEB|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/fifomem/mem_reg_0_1/REGCEB|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/fifomem/mem_reg_0_6/REGCEB|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/fifomem/mem_reg_0_7/REGCEB|
| clk_uart_mopshub_board_v2_clk_wiz_s_0 |clk_40_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/sync_r2w/wq1_rptr_reg[7]/D|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/fifomem/mem_reg_0_2/REGCEB|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/fifomem/mem_reg_0_4/REGCEB|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/sync_w2r/rq1_wptr_reg[0]/D|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async0/sync_r2w/wq1_rptr_reg[5]/D|
| clk_uart_mopshub_board_v2_clk_wiz_s_0 |clk_40_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/dbg_uart_sm0/FSM_onehot_current_state_reg[6]/D|
| clk_uart_mopshub_board_v2_clk_wiz_s_0 |clk_40_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/dbg_uart_sm0/FSM_onehot_current_state_reg[5]/D|
| clk_uart_mopshub_board_v2_clk_wiz_s_0 |clk_40_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/dbg_uart_sm0/FSM_onehot_current_state_reg[2]/D|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/sync_w2r/rq1_wptr_reg[0]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async0/sync_r2w/wq1_rptr_reg[4]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async0/sync_r2w/wq1_rptr_reg[5]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/sync_w2r/rq1_wptr_reg[10]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async0/wptr_full/wptr_reg[15]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async0/wptr_full/wptr_reg[10]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async0/wptr_full/wptr_reg[11]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async0/wptr_full/wptr_reg[13]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async0/sync_r2w/wq2_rptr_reg[13]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/sync_w2r/rq2_wptr_reg[14]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async0/wptr_full/wptr_reg[14]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/rptr_empty/rptr_reg[10]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/rptr_empty/rptr_reg[11]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/rptr_empty/rptr_reg[13]/R|
